id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
4538,1,"database tuning : principles , experiments , and troubleshooting techniques","d shasha , p bonnet",vldb,2002,"database tuning : principles , experiments , and troubleshooting techniques","de shasha , p bonneta ? |",,2003
4539,0,guest editor 's introduction,,,2002,guest editorial,"p atzeni , ao mendelzon","the vldb journal the international journal on very large & hellip ; ,",2000
4540,0,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,"m tamura , m kitsuregawa",vldb,1999,parallel data mining for association rules on shared-memory systems,"mj zaki , s parthasarathy , m ogihara","data mining and knowledge discovery ,",1998
4541,0,architectures for internal web services deployment,o shmueli,vldb,2001,a conceptual architecture for semantic web enabled web services,"c bussler , d fensel , a maedche","sigmod record ,",2002
4542,0,"proceedings of the 2003 acm sigmod international conference on management of data , san diego , california , usa , june 9-12 , 2003",,,2003,source international conference on management of data archive,"a tiwary , m franklin","proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998
4543,1,querying a multilevel database : a logical analysis,f cuppens,vldb,1996,querying a multilevel database : a logical analysis,f cuppens,"proceedings of the international conference on very large & hellip ; ,",1996
4544,0,converting relational to object-oriented databases,j fong,sigmod record,1997,functional completeness in object-oriented databases,"p mishra , m eich","acm sigmod record ,",1992
4545,0,multi-dimensional database allocation for parallel data warehouses,"t st?hr , h m§ærtens , e rahm",vldb,2000,a fondationfor multidimensional databases,"m gyssens , l lakshmanan",proceedings of the 23rd vldb,
4546,0,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994,buffer management in relational database systems,"gm sacco , m schkolnick","acm transactions on database systems ,",1986
4547,0,principles of optimally placing data in tertiary storage libraries,"s christodoulakis , p triantafillou , f zioga",vldb,1997,principles of optimal page replacement,"av aho , pj denning , jd ullman","journal of the acm ( jacm ) ,",1971
4548,0,dbxplorer : enabling keyword search over relational databases,"s agrawal , s chaudhuri , g das",sigmod conference,2002,discover : keyword search in relational databases,"v hristidis , y papakonstantinou","vldb ,",2002
4549,0,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,answering queries in relational databases,"ad ` atri , m moscarini , n spyratos","proceedings of the 1983 acm sigmod international conference & hellip ; ,",1983
4550,0,building knowledge base management systems,"j mylopoulos , v chaudhri , d plexousakis , a shrufi , t topaloglou",vldb j.,1996,bilvideo video database management system,"o ulusoy , c alper",,
4551,0,managing multiple and distributed ontologies on the semantic web,"a maedche , b motik , l stojanovic",vldb j.,2003,learning to match ontologies on the semantic web,"d anhai , m jayant , d robin , d pedro , h alon","the vldb journal ,",
4552,0,automating physical database design in a parallel database,"j rao , c zhang , n megiddo , g lohman",sigmod conference,2002,automatic physical database tuning : a relaxation-based approach,"n bruno , s chaudhuri","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005
4553,0,"gnatdb : a small-footprint , secure database system",r vingralek,vldb,2002,making smalltalk a database system,gp copeland,,
4554,0,declarative updates of relational databases,w chen,acm trans . database syst .,1995,the theory of joins in relational databases,"av ario , c beer , jd ullman","acm trans . database syst ,",
4555,1,integrating reliable memory in databases,"w ng , p chen",vldb j.,1998,integrating reliable memory in databases,"wt ng , pm chen","the vldb journal the international journal on very large & hellip ; ,",1998
4556,0,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,concurrency control and object-oriented databases,"ah skarra , sb zdonik","acm press frontier series ,",1989
4557,0,efficient index structures for string databases,"t kahveci , a singh",vldb,2001,efficient processing of fuzzy sql queries in fuzzy databases,"q yang , j wu , c yu , c liu , d son , h nakajima",,1994
4558,0,"proceedings of the 2002 acm sigmod international conference on management of data , madison , wisconsin , june 3-6 , 2002",,,2002,source international conference on management of data archive,m stonebraker,"proceedings of the 1992 acm sigmod international conference & hellip ; ,",1992
4559,0,semint : a system prototype for semantic integration in heterogeneous databases,"w li , c clifton",sigmod conference,1995,semantic relations : the key to integrating and query processing in heterogeneous databases,"n rishe , ri athauda , j yuan , sc chen",,
4560,1,mining generalized association rules,"r srikant , r agrawal",vldb,1995,agrawal r. ming generalized association rules [ c ],r srikant,"proceedings of the 21th international conference on very & hellip ; ,",
4561,0,the prototype of the dare system,"t catarci , g santucci",sigmod conference,2001,the programmable network prototyping system,"rca li , a fawaz , s sachs , p varaiya , j walrand","ieee computer ,",
4562,0,storage and retrieval of xml data using relational databases,,,2001,efficiently publishing xml views of relational databases,"j shanmugasundaram , e shekita , r barr","proc . of vldb ,",
4563,0,sap r/3 : a database application system ( tutorial ),,,1998,active database systems ( tutorial notes ),"kr dittrich , u dayal","& hellip ; seventeenth international conference on very large databases & hellip ; ,",
4564,0,declarative updates of relational databases,w chen,acm trans . database syst .,1995,nulls in relational databases : revised,r kocharekar,"acm sigmod record ,",1989
4565,0,acm multimedia '94 conference workshop on multimedia database management systems,"p berra , k nwosu , b thuraisingham",sigmod record,1995,extensible database management systems,"mj carey , lm haas","sigmod record ,",1990
4566,0,efficient computation of iceberg cubes with complex measures,"j han , j pei , g dong , k wang",sigmod conference,2001,efficient computation of multiple group by queries,"z chen , v narasayya","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005
4567,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,a schema partition for multimedia database management systems,v turau,,
4568,0,repositories and object oriented databases,p bernstein,sigmod record,1998,a logical semantics for object-oriented databases,j meseguer,,
4569,0,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,a homogeneous relational model and query languages for temporal databases,sk gadia,"acm transactions on database systems ,",1988
4570,0,tigukat : a uniform behavioral objectbase management system,"m §Øzsu , r peters , d szafron , b irani , a lipka , a mu§×oz",vldb j.,1995,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j",proc . acm sigmod int &#39; l conf . management of,
4571,1,analysis of locking behavior in three real database systems,"v singhal , a smith",vldb j.,1997,analysis of locking behavior in three real database systems,"v singhal , aj smith","the vldb journal the international journal on very large & hellip ; ,",1997
4572,0,editor 's notes,m franklin,sigmod record,1998,editor 's notes,tw banta,"implementing outcomes assessment : promise and perils . new & hellip ; ,",
4573,0,guest editorial,,,2003,guest editor 's introduction,wc newstetter,journal of the learning,
4574,0,a database interface for file updates,"s abiteboul , s cluet , t milo",sigmod conference,1995,a database interface for an integrated cad system,"c jullien , a leblond , j lecourvoisier","proceedings of the 23rd acm/ieee conference on design & hellip ; ,",1986
4575,0,sprint : a scalable parallel classifier for data mining,"j shafer , r agrawal , m mehta",vldb,1996,large scale parallel data mining,"mj zaki , ct ho",,2000
4576,0,the mariposa distributed database management system,j sidell,sigmod record,1996,query processing in a relational database management system,"k youssefi , e wong","vldb ,",1979
4577,1,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan","vldb ,",1996
4578,0,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,an effective hash based algorithm for mining association rules,"sp jong , sc ming , sy philip","proceedings of the 1995 acm sigmod international conference & hellip ; ,",
4579,0,algorithms for mining distance-based outliers in large datasets,"e knorr , r ng",vldb,1998,scheduling algorithms for avoiding inconsistency in large databases,"g gardarin , p lebeux","vldb ,",
4580,0,a survey and critique of advanced transaction models,c mohan,sigmod conference,1994,a model of cad transactions,"f bancilhon , w kim , hf korth","vldb ,",1985
